S.no.,Wave,AGE,NATIONALITY,GENDER,Preferred brand,Love_index,Fav flavor,wide variety,Outdoor seating,new products,VFM,cust service,healthy foods,branches across,drivethru,packaging,delivery,opens 24/7,calm place,Decorof the shopcor ,comfortable seating,app for early order ,variety of milk,saudi company,International brand,consistent,trustworthy,spacious shops,maket leader,recommended brand,quality of beans,customozition,No VAT,Brand Functionality,Innovation ,Uniqueness / Different,Price,Worth,Physical Availability,Mental Availability
GwYwJwJ,3,22,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,6,10,1,7,7
eKlSz49,3,52,Syrian,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,9,9,5,1,6,6
Rw7wNKf,3,26,Saudis,Female,Dose caf,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,1,7,7
KPLEgWW,3,24,Saudis,Male,Starbucks,10,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,10,10,10,9,0,7,7
6nbfs43,3,38,Saudis,Male,Starbucks,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,7,1,5,6
p0tKSIY,3,24,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,9,10,2,1,7,7
FvFngFV,3,31,Saudis,Female,Starbucks,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,4,3,2,2,2,4,4
Qlosf1D,3,22,Saudis,Male,Dunkin Coffee,6,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,8,8,7,8,2,6,5
vAvg1x1,3,34,Egyptian,Female,Starbucks,8,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10,9,10,5,1,5,4
DACxuZh,3,35,Saudis,Female,Other 2 from Q018,10,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,10,10,1,1,2,7
Ho6lTl4,3,36,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,10,10,10,5,1,6,6
JhjlUFo,3,26,Saudis,Female,Half Million,9,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,9,9,9,7,1,5,7
cNmbSkj,3,32,Saudis,Female,Half Million,8,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,10,10,6,10,1,7,7
T9hoIrw,3,26,Saudis,Male,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,2,2,6,6
gLO00Pz,3,27,Egyptian,Male,Mc Cafe,10,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,4,9,2,0,4,4
qBNt6ZH,3,27,Saudis,Male,Starbucks,8,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,4,2,6,5
4JChnd7,3,31,Sudanese,Female,Starbucks,8,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,10,10,10,10,1,7,7
sSSp58w,3,40,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,9,10,8,9,1,6,6
EzwHRLw,3,31,Saudis,Female,Half Million,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,9,8,9,7,2,4,4
D0vfpKb,3,37,Saudis,Male,Starbucks,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,2,7,7
aVDZtnZ,3,31,Pakistani,Male,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,0,7,7
QPnqlgx,3,32,Saudis,Female,Ratio,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,7,8,5,0,5,4
FiupkUI,3,28,Saudis,Female,Starbucks,9,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,9,7,0,1,5,6
aeiGch4,3,36,Egyptian,Female,Starbucks,9,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,9,6,1,5,5
oiPXikM,3,34,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,9,2,7,7
uf8mean,3,28,Saudis,Female,Mc Cafe,10,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,5,8,5,7,1,5,5
8JzNdaK,3,27,Saudis,Female,Half Million,5,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,7,6,6,6,1,5,5
krShCGC,3,39,Saudis,Male,Kyan,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,2,7,7
NNp6fmI,3,33,Egyptian,Male,Half Million,5,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,5,5,5,3,1,4,4
utljxCI,3,31,Saudis,Male,Half Million,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,4,6,4,4,1,5,4
gYwt2tb,3,27,Saudis,Female,Dr  Caf,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,1,5,5
tbDKeQx,3,35,Pakistani,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,10,1,7,6
5er3AjQ,3,28,Saudis,Male,Starbucks,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,9,10,7,5,2,4,6
L7bV1R5,3,41,Pakistani,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,7,8,1,4,5
nbogaig,3,32,Indian,Male,Dunkin Coffee,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,6,7,7,9,5,6
bvQQHLD,3,34,Egyptian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,7,7
69sKw9Z,3,37,Saudis,Male,Mc Cafe,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,8,9,5,8,0,4,6
izSLkYw,3,37,Philippines,Male,Starbucks,8,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,7,8,8,5,1,6,5
ABm85zJ,3,29,Saudis,Female,Starbucks,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,3,1,3,2
AwV8eFR,3,29,Saudis,Female,Costa,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,1,5,7
ZtjyKMA,3,52,Saudis,Male,Half Million,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,10,10,10,0,2,2,7
4PA9n2g,3,37,Indian,Male,Half Million,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,7,1,4,6
2OA2GQc,3,29,Philippines,Female,Starbucks,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2,7,7
dCC9Opr,3,21,Indian,Female,Dunkin Coffee,10,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,3,99,8,3,1,4,6
gVDZUoL,3,32,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,2,1,7
gA7DHqQ,3,45,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,8,1,5,6
3siqroJ,3,29,Egyptian,Male,Starbucks,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,5,1,7,6
nC5Oi63,3,30,Saudis,Female,Half Million,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1,4,4
Vq8ihrj,3,43,Saudis,Female,Dunkin Coffee,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,5,9,8,9,1,7,6
G7Kd9uD,3,41,Pakistani,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,9,9,6,2,7,7
dCkoNsX,3,41,Saudis,Male,Dunkin Coffee,10,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,10,10,10,7,1,7,7
6k9NyDi,3,37,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,2,7,7
yleJqYs,3,33,Saudis,Female,Starbucks,10,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,10,10,10,9,1,7,7
qfn7XPf,3,41,Saudis,Female,Barns,5,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,6,5,5,5,1,5,4
jeniYn9,3,33,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,7,0,5,5
mbFPtb8,3,37,Saudis,Female,Starbucks,5,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,10,10,10,10,2,4,5
yWifjwC,3,31,Saudis,Female,Other from Q017,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,4,4
EHYgghB,3,23,Indian,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,8,9,2,6,5
4GwWigu,3,30,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,9,2,1,6,6
WB54a10,3,30,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,9,9,2,4,5
dOSZPN7,3,28,Pakistani,Male,Half Million,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,9,7,10,2,6,4
y5BMv6V,3,18,Indian,Male,Half Million,10,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,8,10,8,7,2,5,6
lIBcbAr,3,47,Saudis,Male,Mc Cafe,8,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,8,9,8,9,0,4,5
o7COsxF,3,32,Indian,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,9,2,6,6
HcFKsoH,3,27,Indian,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,9,9,2,6,5
Cjytdky,3,31,Pakistani,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,8,1,2,6,6
TJe4b35,3,24,Indian,Male,Dunkin Coffee,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,9,8,10,3,0,5,4
LPnw9H7,3,34,Indian,Male,Mc Cafe,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,5,9,2,5,6
uz4OZZ6,3,25,Saudis,Female,Dunkin Coffee,10,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,9,8,8,4,1,7,7
RHPfgCd,3,25,Pakistani,Male,Dose caf,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,2,1,5,4
k2W2Z3m,3,29,Pakistani,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,1,2,7,7
M9KiXXc,3,30,Indian,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,2,6,6
eDsbjlg,3,23,Saudis,Female,Half Million,7,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,8,7,6,10,2,4,5
UVZwxjk,3,31,Indian,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,10,2,7,5
VAfNaGI,3,32,Indian,Male,Starbucks,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,7,8,7,8,0,6,5
xcuyhOp,3,23,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,1,2,5,5
RY3bUVz,3,29,Saudis,Female,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,4,7,1,7,5
FoCjyZF,3,32,Indian,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,8,2,5,5
AKelIgL,3,35,Indian,Male,Starbucks,7,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,8,0,6,5
vMmXuL8,3,29,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,1,2,6,6
5e2O9aJ,3,38,Indian,Male,Starbucks,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,99,8,6,8,1,7,6
CtmWX4H,3,32,Saudis,Male,Starbucks,9,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,9,8,1,2,6,5
NxG7G16,3,30,Indian,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,7,8,9,0,5,5
Gn3g3wE,3,31,Pakistani,Male,Starbucks,8,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,8,8,8,8,0,5,5
MtDMkxO,3,30,Saudis,Female,Dunkin Coffee,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,4,4
E5YA6ph,3,37,Indian,Female,Dose caf,6,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,7,7,6,10,2,7,7
lRbaa1p,3,28,Saudis,Male,Half Million,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,5,1,4,5
ZO3zQUs,3,30,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,8,8,10,2,5,6
bHONMBL,3,32,Saudis,Male,Mc Cafe,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,4,7,9,3,3
6fCo7Bf,3,20,Saudis,Male,Tim Hortons,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,7,10,2,6,5
Pl4UJC1,3,32,Saudis,Male,Dr  Caf,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,8,1,4,4
HGkewyD,3,34,Saudis,Female,Dunkin Coffee,9,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,10,99,10,7,1,7,7
yv0dMEO,3,26,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,2,7,6
Eh5CSSR,3,25,Indian,Male,Starbucks,9,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,8,8,8,8,2,5,5
ObZbEgI,3,32,Saudis,Female,Starbucks,10,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,10,10,9,9,1,7,6
x2Gt2xo,3,26,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,10,2,7,6
uyLQ8DX,3,28,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,2,5,5
Ezgf96R,3,26,Indian,Male,Starbucks,7,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,8,8,9,8,1,5,6
TJcXHKZ,3,45,Saudis,Male,Dunkin Coffee,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,8,1,5,4
VQnNPhL,3,28,Indian,Male,Dunkin Coffee,8,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,8,7,9,8,1,5,5
Ztjg44p,3,28,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,10,2,6,7
aHQHBun,3,42,Saudis,Male,Starbucks,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,9,2,4,5
zH7MabG,3,34,Saudis,Male,Starbucks,10,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9,10,9,10,2,7,7
SAtXe6i,3,27,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,2,6,6
FhwBcbY,3,29,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,9,10,2,7,6
mRoYB0S,3,35,Saudis,Female,Starbucks,9,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,10,10,10,8,1,7,7
YO71USF,3,26,Saudis,Male,Starbucks,6,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,3,10,2,4,0,5,2
vJvmCfu,3,28,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,8,8,2,6,6
OQPcIGI,3,25,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,9,8,2,5,6
fDAbqrG,3,29,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,8,8,2,6,6
Tltvdx2,3,32,Indian,Male,Dunkin Coffee,9,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,8,8,8,9,0,5,5
jDIx9SL,3,30,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,10,2,7,7
JohzpFL,3,30,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,9,8,2,5,5
F2UI6iU,3,35,Saudis,Male,Tim Hortons,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,7,10,2,1,5,4
ZgL22iS,3,27,Saudis,Female,Costa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,6,1,6,5
ztIRmUG,3,27,Saudis,Female,Dunkin Coffee,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,10,10,7,6,2,7,7
0IuZTtW,3,29,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,10,1,5,7
mvLyupS,3,31,Saudis,Female,Kyan,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,5,1,7,7
dBYDkpL,3,26,Saudis,Female,Dunkin Coffee,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,9,8,5,0,1,7,7
q3qD9jg,3,26,Saudis,Male,Mc Cafe,9,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,6,8,9,7,1,6,5
3Bdp2GK,3,32,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,0,5,5
XTtcosh,3,51,Syrian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,9,9,1,6,7
1iQShO1,3,40,Saudis,Female,Other from Q017,10,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,10,7,7,9,2,6,1
YnfZzXB,3,30,Saudis,Female,Jolt,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,99,6,5,0,5,5
a5Cu9SE,3,33,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,1,1,6,6
y2y35cW,3,38,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,10,10,7,2,7,7
65IK2KI,3,39,Saudis,Male,Dunkin Coffee,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,6,8,2,7,5
ar6eSkS,3,22,Sudanese,Male,Starbucks,10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,10,10,1,7,7
hYH2Zk0,3,35,Saudis,Female,Starbucks,8,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,9,2,6,6
L1VkkGi,3,42,Indian,Male,Starbucks,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,7,10,2,6,5
4LlZq6z,3,36,Saudis,Female,Dunkin Coffee,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,7,7,9,6,6
yhxYllR,3,27,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,1,2,6,6
zVFwenR,3,32,Saudis,Male,Dunkin Coffee,8,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,7,10,10,1,2,7,7
jOTVukS,3,29,Saudis,Male,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aC11re1,3,31,Saudis,Male,Other 1 from Q018,10,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,10,10,8,7,1,7,7
dwIOmxf,3,29,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,8,7,8,8,2,6,6
SfURD4S,3,30,Saudis,Female,Starbucks,7,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,8,8,8,2,5,5
EydQiGI,3,35,Saudis,Male,Starbucks,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,10,2,6,6
F58Hiu7,3,33,Saudis,Male,Dose caf,10,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,7,8,8,8,1,6,5
LyMabVq,3,31,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,7,1,2,6,6
d8MnAas,3,40,Saudis,Male,Tim Hortons,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,7,10,2,5,5
ShgpVeG,3,32,Saudis,Male,Starbucks,8,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,9,1,5,5
q4cv9Jv,3,35,"Westerners (European, American)",Male,Starbucks,10,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,6,8,10,10,2,5,4
